ngram,count,per_million
the number of,2355,717.1
the performance of,1685,513.1
in this paper,1438,437.9
based on the,1332,405.6
as shown in,1306,397.7
in terms of,1153,351.1
we use the,1050,319.7
due to the,1044,317.9
this paper we,1041,317.0
as well as,966,294.1
in this work,940,286.2
of the proposed,923,281.1
in order to,860,261.9
the proposed method,830,252.7
compared to the,824,250.9
the effectiveness of,823,250.6
shown in figure,804,244.8
performance of the,763,232.3
shown in table,730,222.3
of the model,717,218.3
automatic speech recognition,716,218.0
this work we,691,210.4
https github com,676,205.8
the output of,670,204.0
the use of,655,199.4
is used to,627,190.9
the results of,619,188.5
one of the,595,181.2
in this study,590,179.7
to improve the,584,177.8
where is the,530,161.4
speech recognition asr,529,161.1
to evaluate the,522,158.9
we used the,508,154.7
are shown in,499,151.9
the test set,497,151.3
output of the,488,148.6
the effect of,484,147.4
the model is,470,143.1
on the other,457,139.2
shown in fig,452,137.6
that the proposed,446,135.8
the model to,444,135.2
is set to,444,135.2
results show that,435,132.5
in the training,435,132.5
the quality of,432,131.5
can be used,423,128.8
in this section,423,128.8
the impact of,420,127.9
the other hand,416,126.7
the training data,414,126.1
table shows the,409,124.5
show that the,405,123.3
in addition to,402,122.4
the training set,402,122.4
the proposed model,397,120.9
according to the,396,120.6
the target speaker,385,117.2
it can be,384,116.9
word error rate,379,115.4
is shown in,370,112.7
in table we,367,111.8
of our proposed,365,111.1
to obtain the,365,111.1
is based on,364,110.8
this section we,360,109.6
learning rate of,360,109.6
model is trained,357,108.7
of the target,355,108.1
our proposed method,354,107.8
described in section,354,107.8
size of the,353,107.5
to train the,349,106.3
of the speech,349,106.3
in figure the,347,105.7
in table the,347,105.7
results of the,345,105.1
used as the,336,102.3
is defined as,336,102.3
used in the,332,101.1
each of the,328,99.9
the size of,320,97.4
this study we,317,96.5
trained on the,315,95.9
with respect to,314,95.6
similar to the,314,95.6
are used to,310,94.4
paper we propose,308,93.8
number of parameters,302,92.0
part of the,302,92.0
which can be,301,91.7
and is the,301,91.7
with the same,300,91.4
figure shows the,300,91.4
the ground truth,298,90.7
we observe that,298,90.7
to reduce the,298,90.7
the case of,298,90.7
note that the,293,89.2
the accuracy of,291,88.6
to predict the,289,88.0
the amount of,287,87.4
the wav vec,286,87.1
we show that,286,87.1
be used to,284,86.5
the asr model,284,86.5
this work was,282,85.9
batch size of,281,85.6
to address this,280,85.3
in the first,277,84.3
the importance of,277,84.3
in the case,277,84.3
of the input,277,84.3
the distribution of,275,83.7
is used for,275,83.7
the results are,274,83.4
improve the performance,274,83.4
the length of,273,83.1
the learning rate,271,82.5
of the same,271,82.5
is the number,271,82.5
in our experiments,270,82.2
can be seen,267,81.3
extracted from the,267,81.3
effectiveness of the,266,81.0
the same as,265,80.7
index terms speech,265,80.7
is used as,265,80.7
we found that,264,80.4
total number of,263,80.1
that of the,261,79.5
the best performance,258,78.6
in section we,258,78.6
the fact that,258,78.6
we propose novel,257,78.3
to the best,255,77.6
well as the,255,77.6
the loss function,253,77.0
as described in,253,77.0
quality of the,252,76.7
encoder and decoder,252,76.7
we find that,249,75.8
show that our,248,75.5
error rate wer,247,75.2
results on the,246,74.9
most of the,246,74.9
we propose to,242,73.7
in addition we,238,72.5
speech emotion recognition,238,72.5
is trained on,237,72.2
such as the,235,71.6
of the original,235,71.6
there is no,235,71.6
number of speakers,235,71.6
of the two,233,70.9
we do not,231,70.3
compared with the,230,70.0
of training data,229,69.7
the total number,228,69.4
in recent years,227,69.1
in the following,227,69.1
the experimental results,227,69.1
model trained on,227,69.1
ms ms ms,227,69.1
to enhance the,226,68.8
in the same,226,68.8
the relationship between,225,68.5
is applied to,225,68.5
length of the,225,68.5
models are trained,225,68.5
of the training,224,68.2
that can be,223,67.9
of the speaker,223,67.9
supported by the,220,67.0
of the data,220,67.0
performance on the,219,66.7
between the two,217,66.1
the proposed approach,217,66.1
from the same,217,66.1
the teacher model,216,65.8
the presence of,216,65.8
we can see,215,65.5
was supported by,214,65.2
we focus on,214,65.2
our proposed model,214,65.2
the speech signal,213,64.9
depending on the,211,64.2
in figure we,209,63.6
corresponding to the,209,63.6
the student model,209,63.6
of the encoder,208,63.3
