ngram,count,per_million
the number of,1647,586.0
in this paper,1614,574.2
in order to,1284,456.8
based on the,1122,399.2
in terms of,1081,384.6
this paper we,1063,378.2
as well as,1046,372.1
the performance of,996,354.4
interspeech abstract cards,854,303.8
search hub toc,854,303.8
hub toc for,854,303.8
toc for this,854,303.8
for this manuscript,854,303.8
this manuscript interspeech,821,292.1
manuscript interspeech abstract,821,292.1
http dx doi,797,283.6
dx doi org,797,283.6
doi org interspeech,795,282.8
abstract cards page,776,276.1
in this work,738,262.6
due to the,665,236.6
the use of,653,232.3
the proposed method,645,229.5
of the proposed,601,213.8
in this study,586,208.5
automatic speech recognition,574,204.2
one of the,557,198.2
performance of the,543,193.2
as shown in,497,176.8
page view manuscript,489,174.0
shown in figure,489,174.0
deep neural network,474,168.6
is used to,471,167.6
compared to the,461,164.0
the training data,451,160.5
can be used,445,158.3
with respect to,441,156.9
the effect of,424,150.9
each of the,420,149.4
the results of,417,148.4
is based on,415,147.6
cards page view,411,146.2
it can be,410,145.9
deep neural networks,408,145.2
view manuscript of,408,145.2
used in the,401,142.7
this work we,399,142.0
show that the,396,140.9
we use the,393,139.8
where is the,393,139.8
on the other,390,138.8
can be seen,390,138.8
the vocal tract,388,138.0
that the proposed,383,136.3
of the speech,381,135.6
speaker veri cation,375,133.4
the case of,371,132.0
to improve the,365,129.9
shown in table,362,128.8
part of the,357,127.0
the fact that,347,123.5
results show that,344,122.4
the other hand,342,121.7
recurrent neural network,340,121.0
in addition to,339,120.6
speech recognition asr,337,119.9
in the training,336,119.5
the training set,332,118.1
copyright isca http,331,117.8
isca http dx,327,116.3
are shown in,325,115.6
the speech signal,324,115.3
interspeech detailed author,322,114.6
detailed author index,322,114.6
recurrent neural networks,321,114.2
be used to,319,113.5
in the case,317,112.8
the output of,317,112.8
according to the,315,112.1
figure shows the,314,111.7
is shown in,303,107.8
the test set,295,105.0
was used to,292,103.9
we used the,289,102.8
similar to the,287,102.1
word error rate,285,101.4
the development set,284,101.0
the presence of,280,99.6
the present study,279,99.3
on the development,278,98.9
long short-term memory,277,98.6
author index page,277,98.6
described in section,274,97.5
this study we,271,96.4
the distribution of,267,95.0
extracted from the,265,94.3
table shows the,264,93.9
is used for,262,93.2
between the two,257,91.4
are used to,254,90.4
as function of,254,90.4
results of the,253,90.0
to estimate the,252,89.7
the amount of,251,89.3
the proposed approach,249,88.6
of the target,249,88.6
to evaluate the,248,88.2
the context of,247,87.9
the quality of,246,87.5
well as the,246,87.5
in the context,245,87.2
to train the,245,87.2
of the two,245,87.2
in this section,243,86.5
of the same,242,86.1
in which the,242,86.1
the duration of,240,85.4
output of the,240,85.4
and is the,239,85.0
used for the,238,84.7
in the same,237,84.3
we show that,236,84.0
the acoustic model,234,83.3
referred to as,233,82.9
of the training,231,82.2
the end of,231,82.2
been shown to,229,81.5
there is no,229,81.5
shown in fig,225,80.1
used as the,223,79.3
applied to the,223,79.3
used to train,222,79.0
in figure the,222,79.0
by using the,221,78.6
trained on the,220,78.3
in this case,220,78.3
for speech recognition,219,77.9
in our experiments,219,77.9
of this paper,219,77.9
this paper is,218,77.6
to reduce the,218,77.6
total number of,218,77.6
in the first,218,77.6
for each of,217,77.2
of the vocal,216,76.8
corresponding to the,216,76.8
in section we,216,76.8
distribution of the,215,76.5
convolutional neural network,214,76.1
of the model,214,76.1
the results are,214,76.1
in table the,214,76.1
the impact of,213,75.8
in the following,211,75.1
the effectiveness of,211,75.1
the rest of,210,74.7
gaussian mixture model,209,74.4
duration of the,209,74.4
usa page abstract,209,74.4
of the speaker,208,74.0
is able to,207,73.6
the relationship between,206,73.3
in the second,206,73.3
note that the,206,73.3
in the speech,204,72.6
paper we propose,204,72.6
as described in,204,72.6
that of the,203,72.2
difference between the,203,72.2
it has been,202,71.9
we found that,202,71.9
the output layer,202,71.9
is that the,201,71.5
depending on the,199,70.8
the size of,199,70.8
this section we,198,70.4
such as the,196,69.7
some of the,195,69.4
the accuracy of,195,69.4
of the acoustic,195,69.4
this paper presents,194,69.0
used in this,194,69.0
better than the,193,68.7
size of the,193,68.7
male and female,192,68.3
can be found,191,68.0
the proposed system,190,67.6
the set of,190,67.6
related to the,189,67.2
of the input,189,67.2
the difference between,189,67.2
quality of the,188,66.9
most of the,188,66.9
to predict the,188,66.9
is given by,188,66.9
that can be,187,66.5
which can be,186,66.2
respect to the,186,66.2
of training data,186,66.2
of the data,186,66.2
the total number,186,66.2
would like to,184,65.5
supported by the,183,65.1
the task of,182,64.8
is defined as,182,64.8
compared with the,181,64.4
input to the,181,64.4
obtained from the,181,64.4
were asked to,181,64.4
this work was,180,64.0
was used for,180,64.0
neural network dnn,179,63.7
of the system,179,63.7
to obtain the,178,63.3
to model the,178,63.3
in section the,178,63.3
the probability of,177,63.0
the target language,177,63.0
are presented in,177,63.0
version of the,176,62.6
at the same,176,62.6
the best performance,175,62.3
has been shown,175,62.3
with the same,174,61.9
can also be,173,61.6
of the original,172,61.2
state of the,172,61.2
be able to,172,61.2
parameters of the,170,60.5
is the number,170,60.5
it is possible,168,59.8
we propose to,168,59.8
analysis of the,168,59.8
is similar to,168,59.8
was supported by,168,59.8
the same as,168,59.8
the degree of,166,59.1
in the present,166,59.1
the problem of,166,59.1
linear discriminant analysis,166,59.1
all of the,166,59.1
the length of,165,58.7
it is not,165,58.7
on the test,164,58.3
as in the,164,58.3
and for the,164,58.3
function of the,163,58.0
the effects of,162,57.6
we can see,162,57.6
of the first,162,57.6
of speech and,161,57.3
in the literature,161,57.3
the role of,161,57.3
derived from the,160,56.9
the perception of,160,56.9
are based on,159,56.6
of the network,158,56.2
table of contents,158,56.2
index terms speech,158,56.2
vol no pp,158,56.2
results on the,157,55.9
we focus on,157,55.9
