ngram,count,per_million
the number of,1804,541.8
as shown in,1409,423.2
based on the,1191,357.7
the performance of,1161,348.7
the effectiveness of,1006,302.1
due to the,941,282.6
in terms of,862,258.9
as well as,860,258.3
https github com,852,255.9
in this paper,850,255.3
in this work,822,246.9
automatic speech recognition,797,239.4
compared to the,782,234.9
shown in table,761,228.6
of the proposed,742,222.9
we use the,737,221.4
shown in figure,718,215.6
the impact of,710,213.2
this paper we,671,201.5
the proposed method,634,190.4
this work we,623,187.1
in this study,617,185.3
the model to,594,178.4
to address this,592,177.8
speech recognition asr,543,163.1
to evaluate the,497,149.3
performance of the,486,146.0
the need for,479,143.9
the use of,476,143.0
https huggingface co,468,140.6
where is the,464,139.4
the test set,459,137.9
learning rate of,438,131.6
word error rate,424,127.3
of the model,422,126.7
the model is,406,121.9
results show that,401,120.4
one of the,399,119.8
we used the,397,119.2
large language models,394,118.3
batch size of,387,116.2
the results of,385,115.6
this study we,371,111.4
vol no pp,371,111.4
in figure the,368,110.5
in order to,359,107.8
in addition to,358,107.5
the importance of,358,107.5
the effect of,357,107.2
on the other,354,106.3
the training set,351,105.4
shown in fig,348,104.5
is used to,346,103.9
this suggests that,345,103.6
illustrated in figure,343,103.0
the training data,342,102.7
this work was,335,100.6
as illustrated in,334,100.3
is defined as,331,99.4
the quality of,329,98.8
the development of,328,98.5
the other hand,327,98.2
to assess the,322,96.7
international conference on,321,96.4
in the training,318,95.5
trained on the,316,94.9
of the speech,314,94.3
number of speakers,313,94.0
model is trained,309,92.8
error rate wer,308,92.5
to enhance the,306,91.9
and is the,301,90.4
the best performance,299,89.8
in this section,295,88.6
effectiveness of the,290,87.1
are shown in,288,86.5
speech emotion recognition,283,85.0
the ground truth,282,84.7
supported by the,280,84.1
index terms speech,280,84.1
results demonstrate that,277,83.2
table presents the,276,82.9
is set to,275,82.6
the output of,273,82.0
this section we,273,82.0
that the proposed,270,81.1
part of the,269,80.8
the target speaker,265,79.6
in table the,265,79.6
to improve the,262,78.7
each of the,260,78.1
is based on,260,78.1
our proposed method,259,77.8
arxiv preprint arxiv,258,77.5
total number of,257,77.2
was supported by,256,76.9
to address the,254,76.3
we aim to,253,76.0
models trained on,247,74.2
the distribution of,247,74.2
results of the,246,73.9
the presence of,245,73.6
tasks such as,245,73.6
used in the,243,73.0
presented in table,241,72.4
models such as,240,72.1
due to its,240,72.1
of our proposed,240,72.1
the proposed model,238,71.5
in table we,237,71.2
to address these,236,70.9
we focus on,236,70.9
table shows the,236,70.9
such as the,235,70.6
similar to the,235,70.6
of the target,234,70.3
it can be,234,70.3
is the number,233,70.0
conclusion in this,233,70.0
is shown in,231,69.4
is applied to,231,69.4
and test sets,231,69.4
that the model,229,68.8
the total number,229,68.8
of the input,229,68.8
in the first,228,68.5
output of the,227,68.2
online available https,226,67.9
in our experiments,225,67.6
applied to the,224,67.3
figure shows the,222,66.7
work was supported,222,66.7
referred to as,221,66.4
oh oh oh,221,66.4
the potential of,220,66.1
we observe that,220,66.1
between the two,220,66.1
effectiveness of our,220,66.1
according to the,220,66.1
with the same,219,65.8
size of the,218,65.5
results indicate that,218,65.5
from the same,218,65.5
performance on the,217,65.2
are presented in,217,65.2
the case of,215,64.6
the results are,215,64.6
that of the,212,63.7
we propose novel,210,63.1
results on the,210,63.1
in proceedings of,210,63.1
with respect to,209,62.8
model ability to,207,62.2
table comparison of,207,62.2
the learning rate,205,61.6
described in section,204,61.3
extracted from the,202,60.7
model trained on,202,60.7
overview of the,202,60.7
address this we,200,60.1
with batch size,200,60.1
quality of the,200,60.1
in contrast the,199,59.8
is trained on,199,59.8
to the best,199,59.8
proceedings of the,199,59.8
to predict the,197,59.2
the adam optimizer,197,59.2
speech and text,197,59.2
the robustness of,196,58.9
of the audio,195,58.6
the accuracy of,194,58.3
the context of,194,58.3
used as the,194,58.3
to obtain the,193,58.0
on the test,193,58.0
in the following,193,58.0
language models llms,192,57.7
in the case,192,57.7
the lack of,192,57.7
the model ability,191,57.4
of the same,191,57.4
with learning rate,191,57.4
as described in,191,57.4
hours of speech,190,57.1
corresponding to the,190,57.1
paper we propose,190,57.1
of the original,189,56.8
are as follows,188,56.5
we found that,188,56.5
wide range of,186,55.9
of the training,186,55.9
the training process,186,55.9
to capture the,185,55.6
note that the,184,55.3
the fact that,184,55.3
the wav vec,183,55.0
derived from the,183,55.0
models are trained,181,54.4
we evaluate the,181,54.4
and signal processing,181,54.4
the relationship between,178,53.5
show that the,178,53.5
encoder and decoder,178,53.5
model was trained,177,53.2
in the context,177,53.2
self-supervised learning ssl,176,52.9
is used as,176,52.9
performance compared to,176,52.9
well as the,176,52.9
of training data,176,52.9
the set of,176,52.9
models were trained,175,52.6
models on the,175,52.6
we hypothesize that,175,52.6
which consists of,175,52.6
features such as,175,52.6
can be used,174,52.3
speech and signal,174,52.3
depending on the,173,52.0
ieee international conference,173,52.0
we find that,173,52.0
focus on the,172,51.7
on acoustics speech,172,51.7
acoustics speech and,172,51.7
along with the,171,51.4
to train the,171,51.4
for each speaker,170,51.1
in recent years,170,51.1
is used for,170,51.1
likely due to,169,50.8
due to their,169,50.8
the influence of,168,50.5
wav vec and,168,50.5
the proposed approach,168,50.5
which can be,168,50.5
for training and,168,50.5
conference on acoustics,168,50.5
the encoder and,168,50.5
analysis of the,167,50.2
audio and text,167,50.2
to the model,167,50.2
the best of,166,49.9
ranging from to,166,49.9
the effects of,165,49.6
of the speaker,165,49.6
the amount of,165,49.6
to reduce the,164,49.3
be attributed to,163,49.0
size of and,163,49.0
where denotes the,163,49.0
to the baseline,163,49.0
in addition we,162,48.7
refers to the,162,48.7
the loss function,162,48.7
is the first,161,48.4
can be seen,161,48.4
to the original,160,48.1
in fig the,160,48.1
of our approach,159,47.8
the same speaker,159,47.8
best of our,159,47.8
of the data,159,47.8
using the same,159,47.8
of our knowledge,158,47.5
available at https,158,47.5
was used to,158,47.5
to generate the,158,47.5
in the dataset,157,47.2
in figure we,157,47.2
large language model,156,46.9
present in the,156,46.9
the speech signal,156,46.9
there is no,156,46.9
the asr model,155,46.6
is crucial for,155,46.6
to ensure that,155,46.6
figure illustrates the,154,46.3
the model performance,154,46.3
in the speech,154,46.3
used for training,153,46.0
the baseline model,153,46.0
consists of two,153,46.0
the validation set,152,45.7
funded by the,151,45.4
the ability to,151,45.4
can be found,151,45.4
we compare the,150,45.1
