ngram,count,per_million
the number of,2884,806.7
in this paper,2258,631.6
in order to,2077,580.9
based on the,1807,505.4
this paper we,1501,419.8
as well as,1347,376.8
in terms of,1335,373.4
the performance of,1229,343.8
the use of,1147,320.8
the proposed method,899,251.5
with respect to,876,245.0
due to the,866,242.2
in this work,863,241.4
in this study,833,233.0
where is the,828,231.6
one of the,821,229.6
of the proposed,809,226.3
used in the,727,203.3
performance of the,721,201.7
according to the,717,200.5
each of the,716,200.3
the training data,696,194.7
is used to,690,193.0
can be used,680,190.2
is based on,672,188.0
on the other,667,186.6
as shown in,661,184.9
the effect of,659,184.3
compared to the,646,180.7
of the speech,621,173.7
the other hand,616,172.3
the results of,592,165.6
the fact that,575,160.8
it can be,571,159.7
shown in figure,570,159.4
the vocal tract,565,158.0
automatic speech recognition,537,150.2
the test set,522,146.0
can be seen,522,146.0
are shown in,510,142.6
in the training,501,140.1
described in section,500,139.9
and is the,485,135.7
we use the,480,134.3
shown in table,480,134.3
the set of,478,133.7
be used to,474,132.6
the case of,469,131.2
table shows the,468,130.9
the speech signal,457,127.8
show that the,447,125.0
the amount of,447,125.0
part of the,436,121.9
in section we,434,121.4
is the number,434,121.4
is shown in,429,120.0
to estimate the,428,119.7
to evaluate the,427,119.4
are used to,419,117.2
in addition to,414,115.8
figure shows the,414,115.8
in which the,408,114.1
word error rate,408,114.1
results show that,403,112.7
total number of,403,112.7
in the following,401,112.2
to improve the,401,112.2
in the case,400,111.9
in this section,400,111.9
this work we,397,111.0
was used to,395,110.5
shown in fig,394,110.2
in the first,391,109.4
that the proposed,389,108.8
is defined as,385,107.7
of the vocal,385,107.7
the training set,383,107.1
this paper is,382,106.8
the presence of,374,104.6
respect to the,374,104.6
similar to the,368,102.9
the total number,367,102.7
of the target,359,100.4
as function of,358,100.1
it has been,355,99.3
difference between the,355,99.3
in this case,353,98.7
of this paper,353,98.7
in the same,350,97.9
we used the,350,97.9
size of the,349,97.6
of the two,348,97.3
is organized as,348,97.3
the duration of,346,96.8
the development set,346,96.8
for each of,345,96.5
organized as follows,344,96.2
