ngram,count,per_million
the number of,1953,774.8
in this paper,1687,669.3
in order to,1410,559.4
based on the,1205,478.0
this paper we,1121,444.7
as well as,1012,401.5
the performance of,912,361.8
for this manuscript,866,343.6
the use of,854,338.8
interspeech abstract cards,851,337.6
search hub toc,851,337.6
hub toc for,851,337.6
toc for this,851,337.6
august florence italy,847,336.0
this manuscript interspeech,793,314.6
manuscript interspeech abstract,793,314.6
abstract cards page,774,307.1
in terms of,747,296.3
automatic speech recognition,607,240.8
the proposed method,599,237.6
one of the,591,234.5
in this work,581,230.5
performance of the,529,209.9
where is the,528,209.5
is used to,514,203.9
due to the,508,201.5
with respect to,500,198.4
is based on,492,195.2
of the proposed,471,186.9
page view manuscript,470,186.5
each of the,459,182.1
the training data,456,180.9
compared to the,455,180.5
can be used,435,172.6
the results of,421,167.0
according to the,419,166.2
show that the,408,161.9
on the other,400,158.7
in this study,396,157.1
view manuscript of,396,157.1
used in the,393,155.9
cards page view,393,155.9
it can be,387,153.5
of the speech,387,153.5
the other hand,379,150.4
in the training,372,147.6
results show that,369,146.4
as shown in,360,142.8
the effect of,353,140.0
part of the,351,139.2
the case of,349,138.5
can be seen,348,138.1
the speech signal,343,136.1
the set of,342,135.7
we use the,339,134.5
figure shows the,335,132.9
the quality of,328,130.1
the fact that,324,128.5
shown in figure,317,125.8
shown in table,313,124.2
in the case,306,121.4
described in section,306,121.4
be used to,303,120.2
that the proposed,299,118.6
the training set,297,117.8
the amount of,293,116.2
to improve the,293,116.2
well as the,290,115.0
this work we,281,111.5
word error rate,281,111.5
in the following,276,109.5
are used to,275,109.1
the test set,275,109.1
in this case,273,108.3
interspeech detailed author,273,108.3
detailed author index,273,108.3
are shown in,272,107.9
and is the,268,106.3
we used the,260,103.1
to evaluate the,257,102.0
in this section,257,102.0
is shown in,256,101.6
results of the,255,101.2
used for the,249,98.8
table shows the,248,98.4
as function of,247,98.0
by means of,245,97.2
similar to the,245,97.2
this paper is,242,96.0
for each of,242,96.0
in addition to,241,95.6
of the two,241,95.6
of the target,241,95.6
is the number,241,95.6
vol no pp,240,95.2
is defined as,239,94.8
respect to the,238,94.4
speech recognition asr,237,94.0
in section we,237,94.0
of the speaker,236,93.6
the development set,233,92.4
to estimate the,233,92.4
most of the,229,90.8
hmm-based speech synthesis,229,90.8
that can be,228,90.5
there is no,228,90.5
in which the,227,90.1
is used for,227,90.1
speaker veri cation,225,89.3
in the same,225,89.3
page mon-ses page,224,88.9
copyright isca august,224,88.9
isca august florence,224,88.9
mon-ses page mon-ses,222,88.1
to reduce the,220,87.3
by using the,219,86.9
page tue-ses page,219,86.9
the presence of,218,86.5
corresponding to the,218,86.5
as described in,218,86.5
in the context,217,86.1
the context of,217,86.1
tue-ses page tue-ses,217,86.1
abstract this paper,216,85.7
in the first,216,85.7
is that the,215,85.3
was used to,215,85.3
shown in fig,215,85.3
parameters of the,214,84.9
use of the,213,84.5
total number of,212,84.1
the degree of,211,83.7
the problem of,211,83.7
of training data,210,83.3
gaussian mixture model,208,82.5
the effectiveness of,208,82.5
in section the,207,82.1
university of technology,206,81.7
the proposed approach,206,81.7
usa page abstract,206,81.7
referred to as,203,80.5
of the acoustic,203,80.5
the vocal tract,203,80.5
we show that,202,80.1
of the same,201,79.7
of the data,201,79.7
between the two,201,79.7
of the training,200,79.3
the size of,200,79.3
the baseline system,199,78.9
that of the,199,78.9
on the development,198,78.6
this paper presents,198,78.6
it is not,197,78.2
such as the,196,77.8
note that the,196,77.8
page abstract this,194,77.0
is given by,191,75.8
of the system,190,75.4
the total number,190,75.4
of this paper,189,75.0
the distribution of,189,75.0
this section we,189,75.0
depending on the,188,74.6
quality of the,188,74.6
male and female,187,74.2
size of the,186,73.8
can be found,186,73.8
of the most,184,73.0
robust speech recognition,184,73.0
it is possible,184,73.0
the impact of,183,72.6
the perception of,182,72.2
in the second,182,72.2
in figure the,182,72.2
used as the,181,71.8
paper we propose,181,71.8
related to the,181,71.8
the accuracy of,180,71.4
is organized as,180,71.4
in our experiments,178,70.6
the end of,177,70.2
organized as follows,177,70.2
are based on,175,69.4
which can be,175,69.4
paper is organized,175,69.4
have been proposed,174,69.0
the duration of,174,69.0
used in this,173,68.6
applied to the,172,68.2
function of the,172,68.2
for each speaker,172,68.2
in table the,172,68.2
continuous speech recognition,171,67.8
is used as,171,67.8
and are the,171,67.8
the combination of,168,66.6
words in the,168,66.6
the development of,166,65.9
hidden markov models,165,65.5
is applied to,165,65.5
derived from the,165,65.5
of speech and,164,65.1
all of the,164,65.1
voice activity detection,164,65.1
to determine the,164,65.1
can be obtained,164,65.1
extracted from the,164,65.1
of the original,164,65.1
this work was,164,65.1
the experimental results,163,64.7
duration of the,163,64.7
corresponds to the,163,64.7
speech and language,162,64.3
distribution of the,162,64.3
the value of,161,63.9
the length of,160,63.5
value of the,160,63.5
the task of,159,63.1
of the model,159,63.1
supported by the,159,63.1
of the first,159,63.1
of the signal,158,62.7
the language model,157,62.3
abstract in this,157,62.3
showed that the,156,61.9
that it is,156,61.9
to model the,156,61.9
representation of the,156,61.9
would like to,155,61.5
large number of,155,61.5
was used for,155,61.5
gaussian mixture models,154,61.1
the results are,154,61.1
estimation of the,154,61.1
page sun-ses page,154,61.1
sun-ses page sun-ses,154,61.1
included in the,153,60.7
for speech recognition,153,60.7
the output of,153,60.7
be able to,153,60.7
the rest of,153,60.7
speech recognition system,152,60.3
can also be,152,60.3
depends on the,152,60.3
used to train,152,60.3
it has been,152,60.3
the probability of,152,60.3
the parameters of,151,59.9
estimate of the,151,59.9
table of contents,151,59.9
some of the,150,59.5
training and testing,150,59.5
is possible to,150,59.5
and can be,149,59.1
