ngram,count,per_million
the number of,2147,629.0
in this paper,2040,597.6
this paper we,1605,470.2
the performance of,1527,447.3
based on the,1306,382.6
automatic speech recognition,1256,367.9
in this work,1160,339.8
in terms of,1142,334.5
as well as,1104,323.4
in order to,1041,305.0
interspeech abstract cards,1020,298.8
search hub toc,1020,298.8
hub toc for,1020,298.8
toc for this,1020,298.8
for this manuscript,1020,298.8
as shown in,1004,294.1
the proposed method,980,287.1
this manuscript interspeech,980,287.1
manuscript interspeech abstract,980,287.1
http dx doi,964,282.4
dx doi org,964,282.4
doi org interspeech,964,282.4
abstract cards page,936,274.2
due to the,869,254.6
we use the,869,254.6
of the proposed,856,250.8
this work we,809,237.0
speech recognition asr,742,217.4
compared to the,727,213.0
shown in table,671,196.6
performance of the,657,192.5
shown in figure,652,191.0
show that the,636,186.3
is used to,634,185.7
that the proposed,614,179.9
to improve the,600,175.8
the use of,588,172.3
results show that,573,167.9
word error rate,571,167.3
the output of,571,167.3
page view manuscript,568,166.4
one of the,545,159.7
where is the,519,152.0
the test set,496,145.3
on the other,494,144.7
view manuscript of,488,143.0
cards page view,484,141.8
of the model,483,141.5
the results of,476,139.4
the training set,475,139.1
the effectiveness of,475,139.1
interspeech detailed author,469,137.4
detailed author index,469,137.4
in this study,466,136.5
paper we propose,456,133.6
the effect of,450,131.8
can be used,446,130.7
the training data,446,130.7
is based on,444,130.1
the other hand,441,129.2
author index page,440,128.9
are shown in,440,128.9
in the training,439,128.6
according to the,430,126.0
the quality of,425,124.5
copyright isca http,425,124.5
isca http dx,423,123.9
in addition to,420,123.0
to evaluate the,420,123.0
it can be,415,121.6
the model is,414,121.3
https github com,414,121.3
output of the,412,120.7
speaker veri cation,397,116.3
the proposed model,393,115.1
is shown in,391,114.5
in this section,390,114.2
we show that,389,114.0
table shows the,388,113.7
we used the,380,111.3
each of the,377,110.4
the target speaker,372,109.0
is set to,371,108.7
used in the,369,108.1
model is trained,362,106.0
similar to the,361,105.8
with respect to,358,104.9
and is the,349,102.2
part of the,340,99.6
number of speakers,340,99.6
to reduce the,340,99.6
shown in fig,340,99.6
of the speech,338,99.0
can be seen,329,96.4
