ngram,count,per_million
the number of,1822,596.5
the performance of,1348,441.3
based on the,1146,375.2
in this paper,1048,343.1
as shown in,1041,340.8
in terms of,1016,332.6
due to the,926,303.2
as well as,910,297.9
we use the,855,279.9
compared to the,853,279.3
the effectiveness of,828,271.1
this paper we,807,264.2
https github com,760,248.8
in this work,740,242.3
of the proposed,728,238.3
automatic speech recognition,708,231.8
performance of the,648,212.2
shown in figure,643,210.5
the proposed method,629,205.9
in this study,608,199.1
shown in table,576,188.6
of the model,550,180.1
the impact of,525,171.9
this work we,519,169.9
the use of,513,168.0
speech recognition asr,491,160.8
in order to,485,158.8
the output of,466,152.6
the results of,461,150.9
the model to,459,150.3
on the other,442,144.7
to evaluate the,442,144.7
where is the,436,142.7
is used to,425,139.1
the test set,425,139.1
the other hand,412,134.9
one of the,411,134.6
the quality of,390,127.7
learning rate of,387,126.7
word error rate,386,126.4
we used the,378,123.8
output of the,375,122.8
the model is,372,121.8
this study we,356,116.6
of the speech,356,116.6
the effect of,354,115.9
the training data,353,115.6
in the training,353,115.6
of the target,351,114.9
to improve the,349,114.3
in this section,346,113.3
the target speaker,341,111.6
in addition to,337,110.3
is based on,336,110.0
the ground truth,332,108.7
of our proposed,327,107.1
the proposed model,325,106.4
the training set,324,106.1
the importance of,324,106.1
to address this,320,104.8
batch size of,320,104.8
our proposed method,320,104.8
to enhance the,319,104.4
is set to,314,102.8
it can be,312,102.1
this section we,309,101.2
are shown in,305,99.9
in figure the,300,98.2
table shows the,300,98.2
model is trained,299,97.9
in table we,299,97.9
this work was,296,96.9
results show that,294,96.3
according to the,285,93.3
is shown in,284,93.0
that the proposed,283,92.7
and is the,278,91.0
the need for,277,90.7
in table the,277,90.7
can be used,276,90.4
the presence of,275,90.0
results of the,273,89.4
the wav vec,270,88.4
is defined as,268,87.7
of the input,267,87.4
similar to the,264,86.4
of the audio,262,85.8
used in the,262,85.8
the distribution of,262,85.8
quality of the,262,85.8
the development of,261,85.4
trained on the,259,84.8
of the original,257,84.1
with respect to,257,84.1
index terms speech,256,83.8
shown in fig,253,82.8
part of the,251,82.2
is the number,250,81.8
https huggingface co,250,81.8
we observe that,248,81.2
to predict the,246,80.5
error rate wer,246,80.5
supported by the,244,79.9
to train the,243,79.6
to assess the,241,78.9
each of the,241,78.9
the experimental results,237,77.6
to obtain the,234,76.6
we aim to,233,76.3
number of parameters,233,76.3
extracted from the,232,76.0
the amount of,232,76.0
vol no pp,231,75.6
illustrated in figure,230,75.3
between the two,230,75.3
well as the,230,75.3
effectiveness of the,230,75.3
the case of,228,74.6
from the same,228,74.6
we find that,228,74.6
referred to as,228,74.6
large language models,226,74.0
the accuracy of,225,73.7
is used for,225,73.7
to the best,225,73.7
figure shows the,225,73.7
performance on the,224,73.3
the loss function,223,73.0
described in section,223,73.0
paper we propose,223,73.0
show that the,223,73.0
to reduce the,219,71.7
which can be,219,71.7
the length of,219,71.7
of the same,218,71.4
note that the,218,71.4
size of the,217,71.0
the context of,216,70.7
of the two,214,70.1
parameters of the,214,70.1
the fact that,213,69.7
the best performance,212,69.4
with the same,212,69.4
length of the,211,69.1
as illustrated in,210,68.8
such as the,209,68.4
the efficacy of,208,68.1
of the training,207,67.8
in the case,207,67.8
in recent years,207,67.8
in the first,207,67.8
corresponding to the,206,67.4
in our experiments,205,67.1
this suggests that,204,66.8
